supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used,Action
IMPRESSIVE,ENG-IMPR-91100-4MM,IMPRESSIVE Contempa — MOUNTAINOUS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,98,,,
IMPRESSIVE,ENG-IMPR-91101-4MM,IMPRESSIVE Contempa — VENUS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,99,,,
IMPRESSIVE,ENG-IMPR-91102-4MM,IMPRESSIVE Contempa — HARBOUR,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,100,,,
IMPRESSIVE,ENG-IMPR-91103-4MM,IMPRESSIVE Contempa — COVE,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,101,,,
IMPRESSIVE,ENG-IMPR-91104-4MM,IMPRESSIVE Contempa — HIGHLAND,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,102,,,
IMPRESSIVE,ENG-IMPR-91105-4MM,IMPRESSIVE Contempa — CHATEAU,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,103,,,
IMPRESSIVE,ENG-IMPR-91106-4MM,IMPRESSIVE Contempa — SHELBY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,104,,,
IMPRESSIVE,ENG-IMPR-91107-4MM,IMPRESSIVE Contempa — GLACE BAY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,105,,,
IMPRESSIVE,ENG-IMPR-91108-4MM,IMPRESSIVE Contempa — DIGBY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,106,,,
IMPRESSIVE,ENG-IMPR-91109-4MM,IMPRESSIVE Contempa — SHEFFIELD,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,107,,,
IMPRESSIVE,ENG-IMPR-91110-4MM,IMPRESSIVE Contempa — GLASSGOW,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,108,,,
IMPRESSIVE,ENG-IMPR-91111-4MM,IMPRESSIVE Contempa — NATURAL,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,109,,,
IMPRESSIVE,ENG-IMPR-91112-4MM,IMPRESSIVE Contempa — ELGIN,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,110,,,
IMPRESSIVE,91100,IMPRESSIVE Contempa — MOUNTAINOUS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,111,,,
IMPRESSIVE,91101,IMPRESSIVE Contempa — VENUS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,112,,,
IMPRESSIVE,91102,IMPRESSIVE Contempa — HARBOUR,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,113,,,
IMPRESSIVE,91103,IMPRESSIVE Contempa — COVE,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,114,,,
IMPRESSIVE,91104,IMPRESSIVE Contempa — HIGHLAND,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,115,,,
IMPRESSIVE,91105,IMPRESSIVE Contempa — CHATEAU,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,116,,,
IMPRESSIVE,91106,IMPRESSIVE Contempa — SHELBY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,117,,,
IMPRESSIVE,91107,IMPRESSIVE Contempa — GLACE BAY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,118,,,
IMPRESSIVE,91108,IMPRESSIVE Contempa — DIGBY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,119,,,
IMPRESSIVE,91109,IMPRESSIVE Contempa — SHEFFIELD,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,120,,,
IMPRESSIVE,91110,IMPRESSIVE Contempa — GLASSGOW,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,121,,,
IMPRESSIVE,91111,IMPRESSIVE Contempa — NATURAL,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,122,,,
IMPRESSIVE,91112,IMPRESSIVE Contempa — ELGIN,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,123,,,
IMPRESSIVE,91000,IMPRESSIVE Paramount — TREE BARK,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,124,,,
IMPRESSIVE,91001,IMPRESSIVE Paramount — BUCKEYE,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,125,,,
IMPRESSIVE,91002,IMPRESSIVE Paramount — ORION,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,126,,,
IMPRESSIVE,91003,IMPRESSIVE Paramount — BATTLE CREEK,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,127,,,
IMPRESSIVE,91004,IMPRESSIVE Paramount — SADDLE,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,128,,,
IMPRESSIVE,91005,IMPRESSIVE Paramount — ISLAND,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,129,,,
IMPRESSIVE,91006,IMPRESSIVE Paramount — BROOK,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,130,,,
IMPRESSIVE,91007,IMPRESSIVE Paramount — JASPER,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,131,,,
IMPRESSIVE,91008,IMPRESSIVE Paramount — PLATEAU,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,132,,,
IMPRESSIVE,91009,IMPRESSIVE Paramount — NATURAL,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,133,,,
IMPRESSIVE,91010,IMPRESSIVE Paramount — VIKING,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,134,,,
IMPRESSIVE,ENG-IMPR-4800,IMPRESSIVE Oriental — GLAMOUR,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,135,,,
IMPRESSIVE,ENG-IMPR-4801,IMPRESSIVE Oriental — BONOCO,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,136,,,
IMPRESSIVE,ENG-IMPR-4802,IMPRESSIVE Oriental — BROOK LYNN,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,137,,,
IMPRESSIVE,ENG-IMPR-4803,IMPRESSIVE Oriental — CACTUS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,138,,,
IMPRESSIVE,ENG-IMPR-4804,IMPRESSIVE Oriental — ASHBROOK,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,139,,,
IMPRESSIVE,ENG-IMPR-4805,IMPRESSIVE Oriental — STANBROOK,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,140,,,
IMPRESSIVE,ENG-IMPR-4806,IMPRESSIVE Oriental — LANCASTER,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,141,,,
IMPRESSIVE,ENG-IMPR-4807,IMPRESSIVE Oriental — SIDNEY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,142,,,
IMPRESSIVE,ENG-IMPR-4808,IMPRESSIVE Oriental — WELLINGTON,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,143,,,
IMPRESSIVE,ENG-IMPR-4850,IMPRESSIVE Imperial — SERENE,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,144,,,
IMPRESSIVE,ENG-IMPR-4851,IMPRESSIVE Imperial — MILKYWAY,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,145,,,
IMPRESSIVE,ENG-IMPR-4852,IMPRESSIVE Imperial — FORTIS,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,146,,,
IMPRESSIVE,ENG-IMPR-4853,IMPRESSIVE Imperial — MAYFAIR,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,147,,,
IMPRESSIVE,ENG-IMPR-4854,IMPRESSIVE Imperial — RODEO,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,148,,,
IMPRESSIVE,ENG-IMPR-4855,IMPRESSIVE Imperial — TRENT,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,149,,,
IMPRESSIVE,ENG-IMPR-4856,IMPRESSIVE Imperial — VENETO,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,150,,,
IMPRESSIVE,ENG-IMPR-4857,IMPRESSIVE Imperial — LAKEPORT,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,151,,,
IMPRESSIVE,ENG-IMPR-4870,IMPRESSIVE Heritage — AUCKLAND,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,152,,,
IMPRESSIVE,ENG-IMPR-4870,IMPRESSIVE Heritage — AUCKLAND,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative",,152,,,
IMPRESSIVE,ENG-IMPR-4871,IMPRESSIVE Heritage — HAMILTON,extract,new_supplier,wrote_flagged,Zero existing Airtable rows for IMPRESSIVE prior to this run.,,153,,,
IMPRESSIVE,ENG-IMPR-4871,IMPRESSIVE Heritage — HAMILTON,extract,spec_gap,wrote_flagged,"Spec Gap: header says 5"" width, spec paragraph says 6.5"" — treated header as authoritative",,153,,,
