supplier,sku,product_name,stage,reason,disposition,detail,action_id,source_row,col_printed,value_used
Floors At Work,ENG-FAWK-0012,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Earl Grey",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0013,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Kona",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0014,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Macadamia",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0015,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Modern Pewter",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0016,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Nutmeg",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0017,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Pecan",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0018,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Rustic Natural",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0019,"NAF Engineered Hickory 7.5"" (Wirebrushed) — Saddle Brown",extract,ambiguous_naming,wrote_flagged,"Source row labelled 'NEW! ... T&G (2mm Veneer)' at the same box/pallet spec (23.31 sf / 40) as the existing 10-SKU Hickory 7.5"" Wirebrushed group. Treated as a price update + veneer-spec enrichment to that group rather than a new product, since box/pallet match exactly. Veneer / top layer (mm) populated (previously blank). All 10 SKUs previously carried Salesperson notes = 'COMING SOON — not yet in stock.' -- cleared/updated since this list actively prices them, implying they have arrived. Confirm this is not actually a distinct new line before relying on it.",,7,,
Floors At Work,ENG-FAWK-0025,"NAF Engineered White Oak 6.5"" T&G (Wirebrushed) — Country Brown",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 19.18/48) to Country Brown, Iron, Milan. Source colour cell blank.",,9,,
Floors At Work,ENG-FAWK-0026,"NAF Engineered White Oak 6.5"" T&G (Wirebrushed) — Iron",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 19.18/48) to Country Brown, Iron, Milan. Source colour cell blank.",,9,,
Floors At Work,ENG-FAWK-0027,"NAF Engineered White Oak 6.5"" T&G (Wirebrushed) — Milan",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 19.18/48) to Country Brown, Iron, Milan. Source colour cell blank.",,9,,
Floors At Work,ENG-FAWK-0028,"NAF Engineered White Oak 6.5"" (168mm) — Dune",extract,ambiguous_naming,wrote_flagged,Source names only 'Oregon Oak' at this box/pallet spec (19.74/48); sibling 'Dune' shares the identical spec and was included on the assumption the colour cell for Dune was lost in extraction rather than Dune being excluded. Verify against source PDF.,,10,,
Floors At Work,ENG-FAWK-0029,"NAF Engineered White Oak 6.5"" (168mm) — Oregon Oak",extract,ambiguous_naming,wrote_flagged,Source names only 'Oregon Oak' at this box/pallet spec (19.74/48); sibling 'Dune' shares the identical spec and was included on the assumption the colour cell for Dune was lost in extraction rather than Dune being excluded. Verify against source PDF.,,10,,
Floors At Work,ENG-FAWK-0030,"NAF Engineered White Oak 6.5"" (168mm) — Purdy",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 20.25/54) to Purdy, Florence, Naples, Rome, Sunlight. Source colour cell blank.",,11,,
Floors At Work,ENG-FAWK-0031,"NAF Engineered White Oak 6.5"" (168mm) — Florence",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 20.25/54) to Purdy, Florence, Naples, Rome, Sunlight. Source colour cell blank.",,11,,
Floors At Work,ENG-FAWK-0032,"NAF Engineered White Oak 6.5"" (168mm) — Naples",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 20.25/54) to Purdy, Florence, Naples, Rome, Sunlight. Source colour cell blank.",,11,,
Floors At Work,ENG-FAWK-0033,"NAF Engineered White Oak 6.5"" (168mm) — Rome",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 20.25/54) to Purdy, Florence, Naples, Rome, Sunlight. Source colour cell blank.",,11,,
Floors At Work,ENG-FAWK-0034,"NAF Engineered White Oak 6.5"" (168mm) — Sunlight",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak T&G 6.5"", box 20.25/54) to Purdy, Florence, Naples, Rome, Sunlight. Source colour cell blank.",,11,,
Floors At Work,ENG-FAWK-0035,"NAF Engineered White Oak Regal 6.5"" (Wirebrushed) — Guyana",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 6.5"", box 20.24/48) to Guyana, Trinidad, Puerto Rico, Suriname. Source colour cell blank; '(2mm Veneer)' populated as enrichment (previously blank).",,12,,
Floors At Work,ENG-FAWK-0036,"NAF Engineered White Oak Regal 6.5"" (Wirebrushed) — Trinidad",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 6.5"", box 20.24/48) to Guyana, Trinidad, Puerto Rico, Suriname. Source colour cell blank; '(2mm Veneer)' populated as enrichment (previously blank).",,12,,
Floors At Work,ENG-FAWK-0037,"NAF Engineered White Oak Regal 6.5"" (Wirebrushed) — Puerto Rico",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 6.5"", box 20.24/48) to Guyana, Trinidad, Puerto Rico, Suriname. Source colour cell blank; '(2mm Veneer)' populated as enrichment (previously blank).",,12,,
Floors At Work,ENG-FAWK-0038,"NAF Engineered White Oak Regal 6.5"" (Wirebrushed) — Suriname",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 6.5"", box 20.24/48) to Guyana, Trinidad, Puerto Rico, Suriname. Source colour cell blank; '(2mm Veneer)' populated as enrichment (previously blank).",,12,,
Floors At Work,ENG-FAWK-0039,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Jamaica",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0040,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Aruba",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0041,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — St Maarten",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0042,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Bermuda",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0043,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Haiti",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0045,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Cuba",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0046,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Dominica",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0047,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — St. Kitts",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0048,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Bahamas",extract,ambiguous_naming,wrote_flagged,"Source names only 'Kitts' (=St. Kitts) at this box/pallet spec (Regal 7.5"", 23.31/45); applied to the full 9-colour sub-group sharing the identical spec (Haiti, Aruba, St Maarten, Bermuda, Dominica, Cuba, Jamaica, St. Kitts, Bahamas) on the assumption this is a collection-wide price move, consistent with the matching Regal 6.5"" move in the same list. Verify per-colour.",,13,,
Floors At Work,ENG-FAWK-0049,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Torino",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 7.5"", box 23.44/40) to Torino, Venice, Lisbon. Source colour cell blank.",,14,,
Floors At Work,ENG-FAWK-0050,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Venice",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 7.5"", box 23.44/40) to Torino, Venice, Lisbon. Source colour cell blank.",,14,,
Floors At Work,ENG-FAWK-0051,"NAF Engineered White Oak Regal 7.5"" (Wirebrushed) — Lisbon",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Regal 7.5"", box 23.44/40) to Torino, Venice, Lisbon. Source colour cell blank.",,14,,
Floors At Work,ENG-FAWK-0052,"NAF Engineered White Oak Designer 7.5"" (Wirebrushed) — Monet",extract,ambiguous_naming,wrote_flagged,"Monet: matched by spec (Designer 7.5"", box 23.31/40, plain grade) to the row-15 'CLEARANCE SALE' entry (blank colour). Regular price per Sale-item Rule 1 sibling logic.",,15,,
Floors At Work,ENG-FAWK-0055,"NAF Engineered White Oak Designer 7.5"" (Wirebrushed) — Picasso",extract,ambiguous_naming,wrote_flagged,"Picasso: same spec match as Monet. Stale Aug-2026 promo (cost 3.69, end 2026-08-31, already expired) cleared -- not present as a distinct sale line on this list.",,15,,
Floors At Work,ENG-FAWK-0054,"NAF Engineered White Oak Designer 7.5"" (Wirebrushed) — Da Vinci",extract,ambiguous_naming,wrote_flagged,"Da Vinci: explicitly named at a lower price (3.59) than its Designer 7.5"" plain siblings (4.49) on this list -- an ongoing SALE colour within the collection (Sale item pricing logic Rule 1: Cost/Retail taken from the sibling regular price; SALE price -> Promo cost). Record already carried an open-ended promo (cost 3.99, no end date) from a prior cycle; promo cost updated to the new sheet's price and end date rolled to end of this list's month (2026-09-30) per the 'ongoing promo, no end date' convention.",,16,,
Floors At Work,ENG-FAWK-0066,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Florida",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0067,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Georgia",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0068,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Montana",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0069,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Nevada",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0070,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Ohio",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0071,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Arizona",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0072,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Alaska",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0073,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Colorado",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0074,"NAF Engineered White Oak Elegant 7.5"" (Wirebrushed) — Kansas",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Elegant 7.5"", box 23.81/40) to all 9 colours. Source states '(AB Grade)' for the first time on this list -- Grade populated as Select & Better (previously blank) on all 9. Stale Aug-2026 promos (end date 2026-08-31, already expired) cleared on the 6 colours that carried one (Ohio, Georgia, Alaska, Arizona, Colorado, Montana); Kansas, Nevada, Florida carried none.",,17,,
Floors At Work,ENG-FAWK-0020,"NAF Engineered White Oak Click 5"" (Wirebrushed) — Autumn",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak Click 5"", box 29.28/48) to all 5 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Golden and Whisky (only two that carried one).",,18,,
Floors At Work,ENG-FAWK-0021,"NAF Engineered White Oak Click 5"" (Wirebrushed) — Cedar",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak Click 5"", box 29.28/48) to all 5 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Golden and Whisky (only two that carried one).",,18,,
Floors At Work,ENG-FAWK-0022,"NAF Engineered White Oak Click 5"" (Wirebrushed) — Golden",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak Click 5"", box 29.28/48) to all 5 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Golden and Whisky (only two that carried one).",,18,,
Floors At Work,ENG-FAWK-0023,"NAF Engineered White Oak Click 5"" (Wirebrushed) — Whisky",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak Click 5"", box 29.28/48) to all 5 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Golden and Whisky (only two that carried one).",,18,,
Floors At Work,ENG-FAWK-0024,"NAF Engineered White Oak Click 5"" (Wirebrushed) — Sienna",extract,ambiguous_naming,wrote_flagged,"Matched by spec (White Oak Click 5"", box 29.28/48) to all 5 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Golden and Whisky (only two that carried one).",,18,,
Floors At Work,ENG-FAWK-0077,"NAF Engineered Maple 6.5"" (Handscraped, Distressed) — Natural",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Handscraped Maple 6.5"", box 19.18/48) to all 8 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Natural, Capri, Macchiato, Myth, Americano. NOTE: Americano (ENG-FAWK-0084) previously carried a PLACEHOLDER cost of 3.19 (== its own promo cost, per its existing Salesperson notes -- 'no regular cost known'); this run's 3.69 is now a confirmed collection price, moving Americano's price UP while the other 7 colours move down. Verify this is intended and that Americano is not actually a duplicate/rename of Cappuccino (per the existing note's own open question).",,23,,
Floors At Work,ENG-FAWK-0078,"NAF Engineered Maple 6.5"" (Handscraped, Distressed) — Cappuccino",extract,ambiguous_naming,wrote_flagged,"Matched by spec (Handscraped Maple 6.5"", box 19.18/48) to all 8 colours. Source colour cell blank. Stale Aug-2026 promos cleared on Natural, Capri, Macchiato, Myth, Americano. NOTE: Americano (ENG-FAWK-0084) previously carried a PLACEHOLDER cost of 3.19 (== its own promo cost, per its existing Salesperson notes -- 'no regular cost known'); this run's 3.69 is now a confirmed collection price, moving Americano's price UP while the other 7 colours move down. Verify this is intended and that Americano is not actually a duplicate/rename of Cappuccino (per the existing note's own open question).",,23,,
